Piece,N,Label SD,Beat pos,SD pos,SD,Clave_?,Section,Virtual SD,Tactus,Tempo,Clave,Bass ,Guitar,Tres,Bongo,Bell,Cl_Dens,Bs_Dens,Gt_Dens,Tr_Dens,Bn_Dens,Bl_Dens
Song_2,7,99:05:00,2,1,5,N,Montuno,351.04575,0.91775,65.37728139,,,,350.969214,,,,,,,,
Song_2,7,99:06:00,2,2,6,N,Montuno,351.2751875,0.91775,65.37728139,,,351.24463,351.220124,,,,,4,3.5,,
Song_2,7,99:07:00,2,3,7,Y,Montuno,351.504625,0.91775,65.37728139,351.530242,351.512869,351.498633,351.474463,,351.500956,1.5,1.5,4,4,,2.5
Song_2,7,99:08:00,2,4,8,N,Montuno,351.7340625,0.91775,65.37728139,,351.739406,351.715211,,,351.750417,,2,4,,,2.5
Song_2,7,99:09:00,3,1,9,N,Montuno,351.9635,0.91775,65.37728139,,,,,,,,,,,,
Song_2,7,99:10:00,3,2,10,N,Montuno,352.1929375,0.91775,65.37728139,,,,,,,,,,,,
Song_2,7,99:11:00,3,3,11,Y,Montuno,352.422375,0.91775,65.37728139,,,,,,,,,,,,
Song_2,7,99:12:00,3,4,12,N,Montuno,352.6518125,0.91775,65.37728139,,,,,,,,,,,,
Song_2,7,99:13:00,4,1,13,Y,Montuno,352.88125,0.91775,65.37728139,,,,,,,,,,,,
Song_2,7,99:14:00,4,2,14,N,Montuno,353.1106875,0.91775,65.37728139,,,,,,,,,,,,
Song_2,7,99:15:00,4,3,15,N,Montuno,353.340125,0.91775,65.37728139,,,,,,,,,,,,
Song_2,7,99:16:00,4,4,16,N,Montuno,353.5695625,0.91775,65.37728139,,,,,,,,,,,,
Song_2,7,100:01:00,1,1,1,Y,Montuno,353.799,0.91775,65.37728139,,,,,,,,,,,,
