Piece,N,Label SD,Beat pos,SD pos,SD,Clave_?,Section,Virtual SD,Tactus,Tempo,Clave,Bass ,Guitar,Tres,Bongo,Bell,Cl_Dens,Bs_Dens,Gt_Dens,Tr_Dens,Bn_Dens,Bl_Dens
Song_2,7,87:09:00,3,1,9,N,Montuno,309.09075,0.906375,66.19776583,,,309.098559,309.06785,,,,,4.5,3.5,,
Song_2,7,87:10:00,3,2,10,N,Montuno,309.3173438,0.906375,66.19776583,,,309.298389,,,309.32126,,,5,,,3.5
Song_2,7,87:11:00,3,3,11,Y,Montuno,309.5439375,0.906375,66.19776583,309.553867,,309.538571,,,309.543588,1.5,,4.5,,,3.5
Song_2,7,87:12:00,3,4,12,N,Montuno,309.7705313,0.906375,66.19776583,,309.743587,309.794759,309.744558,,309.767359,,2,4.5,3,,3.5
Song_2,7,87:13:00,4,1,13,Y,Montuno,309.997125,0.906375,66.19776583,309.998371,,310.000486,309.989542,,309.994624,1.5,,4.5,3,,3.5
Song_2,7,87:14:00,4,2,14,N,Montuno,310.2237188,0.9054375,66.26630772,,310.184702,310.210194,,,310.210541,,2,4.5,,,3.5
Song_2,7,87:15:00,4,3,15,N,Montuno,310.4503125,0.9045,66.33499171,,310.387561,310.432335,310.427178,,310.431402,,2.5,5,3,,4
Song_2,7,87:16:00,4,4,16,N,Montuno,310.6769063,0.9035625,66.40381822,,310.599126,310.669446,310.659875,,310.659624,,3,4.5,3,,4
Song_2,7,88:01:00,1,1,1,Y,Montuno,310.9035,0.902625,66.4727877,310.892422,310.857208,310.847733,310.883444,,310.884253,1.5,2.5,5,3,,4.5
Song_2,7,88:02:00,1,2,2,N,Montuno,311.1291563,0.902625,66.4727877,,,311.084034,,,311.110531,,,5,,,4.5
Song_2,7,88:03:00,1,3,3,N,Montuno,311.3548125,0.902625,66.4727877,,,311.312996,311.306952,,311.330894,,,4.5,3,,5
Song_2,7,88:04:00,1,4,4,Y,Montuno,311.5804688,0.902625,66.4727877,311.563622,311.540427,311.574701,311.530641,,311.551328,1.5,3,4.5,3.5,,4.5
Song_2,7,88:05:00,2,1,5,N,Montuno,311.806125,0.902625,66.4727877,,,311.783119,311.771635,,311.781798,,,5,3.5,,4.5
Song_2,7,88:06:00,2,2,6,N,Montuno,312.0317813,0.902625,66.4727877,,,311.990913,,,311.998621,,,5,,,5
Song_2,7,88:07:00,2,3,7,Y,Montuno,312.2574375,0.902625,66.4727877,312.219627,312.203947,312.22762,312.202193,,312.224703,1.5,2.5,4.5,3.5,,4.5
Song_2,7,88:08:00,2,4,8,N,Montuno,312.4830938,0.902625,66.4727877,,,312.454299,312.41079,,312.446034,,,4.5,3.5,,4.5
Song_2,7,88:09:00,3,1,9,N,Montuno,312.70875,0.902625,66.4727877,,,312.676159,312.63979,,312.673662,,,4.5,3.5,,4.5
Song_2,7,88:10:00,3,2,10,N,Montuno,312.9344063,0.902625,66.4727877,,,312.892046,,,,,,4.5,,,
Song_2,7,88:11:00,3,3,11,Y,Montuno,313.1600625,0.902625,66.4727877,313.141926,313.144098,313.120307,313.09339,,313.136264,1.5,2,4.5,3.5,,4
Song_2,7,88:12:00,3,4,12,N,Montuno,313.3857188,0.902625,66.4727877,,313.352491,313.381545,313.327642,,,,2.5,4.5,3.5,,
Song_2,7,88:13:00,4,1,13,Y,Montuno,313.611375,0.902625,66.4727877,313.607244,,313.579398,313.58103,,313.62436,1.5,,4.5,3.5,,3.5
Song_2,7,88:14:00,4,2,14,N,Montuno,313.8370313,0.90046875,66.63196252,,,313.801948,,,,,,4.5,,,
Song_2,7,88:15:00,4,3,15,N,Montuno,314.0626875,0.8983125,66.79190148,,313.984454,314.029272,314.038175,,314.047328,,2.5,4.5,3.5,,3
Song_2,7,88:16:00,4,4,16,N,Montuno,314.2883438,0.89615625,66.95261011,,314.249648,314.291855,314.257183,,314.280103,,2.5,4.5,3.5,,3
Song_2,7,89:01:00,1,1,1,Y,Montuno,314.514,0.894,67.11409396,314.514173,,314.490996,314.476221,,314.501719,1.5,,4.5,3.5,,3
Song_2,7,89:02:00,1,2,2,N,Montuno,314.7375,0.894,67.11409396,,,314.74034,,,,,,4.5,,,
Song_2,7,89:03:00,1,3,3,N,Montuno,314.961,0.894,67.11409396,,314.912017,314.961794,314.920981,,314.941203,,2.5,4.5,3.5,,3
Song_2,7,89:04:00,1,4,4,Y,Montuno,315.1845,0.894,67.11409396,315.183544,315.153814,,315.141596,,315.16505,1.5,2.5,,,,
Song_2,7,89:05:00,2,1,5,N,Montuno,315.408,0.894,67.11409396,,,315.415807,315.383861,,315.398446,,,4,3.5,,3.5
Song_2,7,89:06:00,2,2,6,N,Montuno,315.6315,0.894,67.11409396,,,315.613855,,,,,,4,,,
Song_2,7,89:07:00,2,3,7,Y,Montuno,315.855,0.894,67.11409396,315.83708,315.824836,315.852047,315.815635,,315.854281,1.5,3,4,3.5,,3.5
Song_2,7,89:08:00,2,4,8,N,Montuno,316.0785,0.894,67.11409396,,316.078917,316.0606,316.049477,,316.082602,,3,4,3.5,,3.5
Song_2,7,89:09:00,3,1,9,N,Montuno,316.302,0.894,67.11409396,,,316.287864,316.273808,,316.294119,,,4.5,3.5,,3.5
Song_2,7,89:10:00,3,2,10,N,Montuno,316.5255,0.894,67.11409396,,,316.485931,,,,,,4.5,,,
Song_2,7,89:11:00,3,3,11,Y,Montuno,316.749,0.894,67.11409396,316.742072,316.722485,316.730213,316.685794,,316.751939,2,3.5,4.5,3.5,,3.5
Song_2,7,89:12:00,3,4,12,N,Montuno,316.9725,0.894,67.11409396,,316.961885,316.970292,316.961641,,,,3.5,4,3.5,,
Song_2,7,89:13:00,4,1,13,Y,Montuno,317.196,0.894,67.11409396,317.185067,,317.202412,317.183377,,317.181488,2,,4.5,3.5,,3
Song_2,7,89:14:00,4,2,14,N,Montuno,317.4195,0.8953125,67.01570681,,,317.400541,,,,,,5,,,
Song_2,7,89:15:00,4,3,15,N,Montuno,317.643,0.896625,66.9176077,,317.573183,317.629326,317.615414,,317.636929,,3,4.5,3.5,,3
Song_2,7,89:16:00,4,4,16,N,Montuno,317.8665,0.8979375,66.81979536,,317.832679,317.867257,,,317.868397,,3,4.5,,,3
Song_2,7,90:01:00,1,1,1,Y,Montuno,318.09,0.89925,66.72226856,318.089057,,318.091269,318.082119,,318.081753,2,,4.5,3,,3
Song_2,7,90:02:00,1,2,2,N,Montuno,318.3148125,0.89925,66.72226856,,,318.28701,,,318.295364,,,5,,,3.5
Song_2,7,90:03:00,1,3,3,N,Montuno,318.539625,0.89925,66.72226856,,318.527498,318.540248,318.510839,,318.527046,,2.5,4.5,3,,3.5
Song_2,7,90:04:00,1,4,4,Y,Montuno,318.7644375,0.89925,66.72226856,318.758697,318.766057,318.804525,318.720722,,318.741663,1.5,2.5,4.5,3,,3.5
Song_2,7,90:05:00,2,1,5,N,Montuno,318.98925,0.89925,66.72226856,,,,318.981466,,318.980095,,,,,,
Song_2,7,90:06:00,2,2,6,N,Montuno,319.2140625,0.89925,66.72226856,,,319.198094,,,,,,4.5,,,
Song_2,7,90:07:00,2,3,7,Y,Montuno,319.438875,0.89925,66.72226856,319.440278,319.444511,319.444752,319.397825,,319.42082,1.5,3,4,3,,4
Song_2,7,90:08:00,2,4,8,N,Montuno,319.6636875,0.89925,66.72226856,,319.643394,319.675717,,,319.646858,,3,4,,,4
Song_2,7,90:09:00,3,1,9,N,Montuno,319.8885,0.89925,66.72226856,,,319.878287,319.853107,,319.868385,,,4,3,,4
Song_2,7,90:10:00,3,2,10,N,Montuno,320.1133125,0.89925,66.72226856,,,320.08332,,,,,,4.5,,,
Song_2,7,90:11:00,3,3,11,Y,Montuno,320.338125,0.89925,66.72226856,320.312473,320.301519,320.297739,,,320.304927,1.5,3,4,,,3.5
Song_2,7,90:12:00,3,4,12,N,Montuno,320.5629375,0.89925,66.72226856,,320.510658,320.534623,320.560394,,,,3.5,4.5,2.5,,
Song_2,7,90:13:00,4,1,13,Y,Montuno,320.78775,0.89925,66.72226856,320.751776,,320.752516,320.76206,,320.756301,2,,4.5,2.5,,3
Song_2,7,90:14:00,4,2,14,N,Montuno,321.0125625,0.895,67.03910615,,,320.968313,,,,,,4.5,,,
Song_2,7,90:15:00,4,3,15,N,Montuno,321.237375,0.89075,67.35896716,,321.17209,321.183747,321.177943,,321.189459,,2.5,5,2.5,,3
Song_2,7,90:16:00,4,4,16,N,Montuno,321.4621875,0.8865,67.68189509,,321.38877,321.446176,321.409739,,321.422036,,3,4.5,2.5,,3
Song_2,7,91:01:00,1,1,1,Y,Montuno,321.687,0.88225,68.00793426,321.688136,,321.643975,321.623811,,321.638696,1.5,,5,3,,3.5
Song_2,7,91:02:00,1,2,2,N,Montuno,321.9075625,0.88225,68.00793426,,,321.863556,,,321.863939,,,5,,,3.5
Song_2,7,91:03:00,1,3,3,N,Montuno,322.128125,0.88225,68.00793426,,322.077258,322.094925,322.071052,,322.084859,,2.5,4.5,3,,3.5
Song_2,7,91:04:00,1,4,4,Y,Montuno,322.3486875,0.88225,68.00793426,322.317063,322.299266,322.360853,322.303501,,322.300365,1.5,3,4.5,3.5,,3.5
Song_2,7,91:05:00,2,1,5,N,Montuno,322.56925,0.88225,68.00793426,,,322.553884,322.543936,,322.535959,,,4.5,4,,4
Song_2,7,91:06:00,2,2,6,N,Montuno,322.7898125,0.88225,68.00793426,,,322.768932,,,,,,4.5,,,
Song_2,7,91:07:00,2,3,7,Y,Montuno,323.010375,0.88225,68.00793426,322.990048,322.966559,322.99353,322.951087,,322.99229,1.5,2.5,4.5,3.5,,4
Song_2,7,91:08:00,2,4,8,N,Montuno,323.2309375,0.88225,68.00793426,,323.209154,323.202904,323.179185,,323.221876,,2.5,4.5,3.5,,4
Song_2,7,91:09:00,3,1,9,N,Montuno,323.4515,0.88225,68.00793426,,,323.439491,323.41986,,323.444378,,,5,3.5,,4
Song_2,7,91:10:00,3,2,10,N,Montuno,323.6720625,0.88225,68.00793426,,,323.634515,,,,,,5,,,
Song_2,7,91:11:00,3,3,11,Y,Montuno,323.892625,0.88225,68.00793426,323.885213,323.908875,323.886144,,,323.899373,1.5,3,4.5,,,3.5
Song_2,7,91:12:00,3,4,12,N,Montuno,324.1131875,0.88225,68.00793426,,324.106812,324.104461,324.066055,,,,3,4.5,3,,
Song_2,7,91:13:00,4,1,13,Y,Montuno,324.33375,0.88225,68.00793426,324.337042,,324.339036,324.328204,,324.326158,1.5,,5,3,,3
Song_2,7,91:14:00,4,2,14,N,Montuno,324.5543125,0.8844375,67.83972864,,,324.554564,,,,,,4.5,,,
Song_2,7,91:15:00,4,3,15,N,Montuno,324.774875,0.886625,67.67235302,,324.765918,324.789258,324.744242,,324.743226,,3,4.5,3,,3
Song_2,7,91:16:00,4,4,16,N,Montuno,324.9954375,0.8888125,67.50580128,,324.990549,324.986615,324.96698,,324.980289,,3,5,3,,3.5
Song_2,7,92:01:00,1,1,1,Y,Montuno,325.216,0.891,67.34006734,325.215633,,325.229021,325.220515,,325.201433,1.5,,4.5,3,,3
Song_2,7,92:02:00,1,2,2,N,Montuno,325.43875,0.891,67.34006734,,,325.422316,,,325.42989,,,5,,,3.5
Song_2,7,92:03:00,1,3,3,N,Montuno,325.6615,0.891,67.34006734,,325.661348,325.689207,325.656577,,325.636919,,2.5,4.5,3,,3.5
Song_2,7,92:04:00,1,4,4,Y,Montuno,325.88425,0.891,67.34006734,325.893985,325.868384,325.896398,325.878086,,325.854901,1.5,3,4.5,3.5,,4
Song_2,7,92:05:00,2,1,5,N,Montuno,326.107,0.891,67.34006734,,,326.111537,326.110422,,326.084421,,,4.5,3.5,,4
Song_2,7,92:06:00,2,2,6,N,Montuno,326.32975,0.891,67.34006734,,,326.305322,,,,,,5,,,
Song_2,7,92:07:00,2,3,7,Y,Montuno,326.5525,0.891,67.34006734,326.545534,326.521072,326.534537,326.528598,,326.53084,1.5,2.5,5,3.5,,4
Song_2,7,92:08:00,2,4,8,N,Montuno,326.77525,0.891,67.34006734,,326.740653,326.768386,326.756858,,326.77991,,3,5,3.5,,4
Song_2,7,92:09:00,3,1,9,N,Montuno,326.998,0.891,67.34006734,,,326.972128,326.974629,,326.984614,,,5,3.5,,4.5
Song_2,7,92:10:00,3,2,10,N,Montuno,327.22075,0.891,67.34006734,,,327.190991,,,,,,5,,,
Song_2,7,92:11:00,3,3,11,Y,Montuno,327.4435,0.891,67.34006734,327.428744,327.422419,327.423081,,,327.425039,1.5,2.5,4.5,,,4
Song_2,7,92:12:00,3,4,12,N,Montuno,327.66625,0.891,67.34006734,,327.623757,327.671146,327.622247,,,,3,5,3,,
Song_2,7,92:13:00,4,1,13,Y,Montuno,327.889,0.891,67.34006734,327.878038,,327.889451,327.86528,,327.878455,2,,5,3,,3
Song_2,7,92:14:00,4,2,14,N,Montuno,328.11175,0.891625,67.29286415,,,328.100108,,,,,,5,,,
Song_2,7,92:15:00,4,3,15,N,Montuno,328.3345,0.89225,67.24572709,,328.283606,328.323839,328.2933,,328.320302,,2.5,4.5,3,,3
Song_2,7,92:16:00,4,4,16,N,Montuno,328.55725,0.892875,67.19865603,,328.515974,328.529907,328.509351,,328.560214,,3,5,3,,3.5
Song_2,7,93:01:00,1,1,1,Y,Montuno,328.78,0.8935,67.15165081,,,328.771773,328.753645,,328.76956,,,4.5,3,,3.5
Song_2,7,93:02:00,1,2,2,N,Montuno,329.003375,0.8935,67.15165081,,,328.972175,,,329.000046,,,4.5,,,3.5
Song_2,7,93:03:00,1,3,3,N,Montuno,329.22675,0.8935,67.15165081,,329.21057,329.234934,329.198383,,329.211574,,2.5,4.5,3,,3.5
Song_2,7,93:04:00,1,4,4,Y,Montuno,329.450125,0.8935,67.15165081,329.43613,329.435229,329.460002,329.419411,,329.424194,1,2.5,4.5,3.5,,3.5
Song_2,7,93:05:00,2,1,5,N,Montuno,329.6735,0.8935,67.15165081,,,329.688196,329.652896,,329.655593,,,4.5,3.5,,4
Song_2,7,93:06:00,2,2,6,N,Montuno,329.896875,0.8935,67.15165081,,,329.911525,,,,,,4.5,,,
Song_2,7,93:07:00,2,3,7,Y,Montuno,330.12025,0.8935,67.15165081,330.123411,330.075224,330.12553,330.078621,,330.104451,1,2.5,4.5,3.5,,4
Song_2,7,93:08:00,2,4,8,N,Montuno,330.343625,0.8935,67.15165081,,330.289768,330.339121,330.316517,,330.332727,,2.5,4.5,3.5,,4
Song_2,7,93:09:00,3,1,9,N,Montuno,330.567,0.8935,67.15165081,,,330.573995,330.55068,,330.570293,,,4.5,3.5,,4
Song_2,7,93:10:00,3,2,10,N,Montuno,330.790375,0.8935,67.15165081,,,330.776575,,,,,,4.5,,,
Song_2,7,93:11:00,3,3,11,Y,Montuno,331.01375,0.8935,67.15165081,331.002243,330.98718,331.014288,,,331.010032,1.5,2.5,4.5,,,3.5
Song_2,7,93:12:00,3,4,12,N,Montuno,331.237125,0.8935,67.15165081,,331.193893,331.200647,331.219514,,,,3,5,3,,
Song_2,7,93:13:00,4,1,13,Y,Montuno,331.4605,0.8935,67.15165081,331.446934,,331.468985,331.457525,,331.473747,1.5,,4.5,3,,3
Song_2,7,93:14:00,4,2,14,N,Montuno,331.683875,0.8905,67.3778776,,,331.668021,,,,,,5,,,
Song_2,7,93:15:00,4,3,15,N,Montuno,331.90725,0.8875,67.6056338,,331.877718,331.913759,331.866248,,331.879778,,2.5,4.5,3,,3
Song_2,7,93:16:00,4,4,16,N,Montuno,332.130625,0.8845,67.83493499,,332.12126,332.13772,332.099528,,332.114142,,2.5,4.5,3,,3
Song_2,7,94:01:00,1,1,1,Y,Montuno,332.354,0.8815,68.06579694,332.372974,,332.362165,332.332301,,332.339888,1.5,,4.5,3,,3
Song_2,7,94:02:00,1,2,2,N,Montuno,332.574375,0.8815,68.06579694,,,332.591333,,,332.560033,,,4.5,,,3
Song_2,7,94:03:00,1,3,3,N,Montuno,332.79475,0.8815,68.06579694,,332.749275,332.830092,332.768498,,332.774176,,2.5,4.5,3,,3.5
Song_2,7,94:04:00,1,4,4,Y,Montuno,333.015125,0.8815,68.06579694,333.01629,332.986543,333.034292,332.992176,,332.995353,1.5,3,4.5,3.5,,3.5
Song_2,7,94:05:00,2,1,5,N,Montuno,333.2355,0.8815,68.06579694,,,333.246535,333.22971,,333.221046,,,4.5,3.5,,4
Song_2,7,94:06:00,2,2,6,N,Montuno,333.455875,0.8815,68.06579694,,,333.460202,,,,,,5,,,
Song_2,7,94:07:00,2,3,7,Y,Montuno,333.67625,0.8815,68.06579694,333.670927,333.666462,333.681936,333.644794,,333.652975,1.5,2.5,4.5,3.5,,4
Song_2,7,94:08:00,2,4,8,N,Montuno,333.896625,0.8815,68.06579694,,333.888175,333.878472,333.893718,,333.884062,,2.5,5,3.5,,4.5
Song_2,7,94:09:00,3,1,9,N,Montuno,334.117,0.8815,68.06579694,,,334.106399,334.098889,,334.111648,,,5,3.5,,4.5
Song_2,7,94:10:00,3,2,10,N,Montuno,334.337375,0.8815,68.06579694,,,334.339848,,,,,,5,,,
Song_2,7,94:11:00,3,3,11,Y,Montuno,334.55775,0.8815,68.06579694,334.562203,334.558177,334.547059,334.537936,,334.532221,1.5,2.5,5,3.5,,4
Song_2,7,94:12:00,3,4,12,N,Montuno,334.778125,0.8815,68.06579694,,334.768811,334.767347,334.783991,,,,2.5,5,4,,
Song_2,7,94:13:00,4,1,13,Y,Montuno,334.9985,0.8815,68.06579694,335.00162,,335.004574,335.012535,,335.011168,2,,5,3.5,,3
Song_2,7,94:14:00,4,2,14,N,Montuno,335.218875,0.884875,67.80618731,,,335.214258,,,,,,5,,,
Song_2,7,94:15:00,4,3,15,N,Montuno,335.43925,0.88825,67.54855052,,335.391229,335.449208,335.426023,,335.424892,,2.5,5,4,,3
Song_2,7,94:16:00,4,4,16,N,Montuno,335.659625,0.891625,67.29286415,,335.619339,335.677444,335.669505,,335.650357,,3,5,4,,3
Song_2,7,95:01:00,1,1,1,Y,Montuno,335.88,0.895,67.03910615,335.900379,,335.89201,335.885906,,335.872419,1.5,,4.5,4.5,,3
Song_2,7,95:02:00,1,2,2,N,Montuno,336.10375,0.895,67.03910615,,,336.118179,,,336.099422,,,4.5,,,3
Song_2,7,95:03:00,1,3,3,N,Montuno,336.3275,0.895,67.03910615,,336.309038,336.367445,336.3239,,336.31425,,2.5,4.5,4,,3.5
Song_2,7,95:04:00,1,4,4,Y,Montuno,336.55125,0.895,67.03910615,336.54035,336.53324,336.609145,336.53878,,336.53803,2,3,4.5,4,,3.5
Song_2,7,95:05:00,2,1,5,N,Montuno,336.775,0.895,67.03910615,,,336.799885,336.783722,,336.756063,,,4.5,4,,4
Song_2,7,95:06:00,2,2,6,N,Montuno,336.99875,0.895,67.03910615,,,337.015093,,,,,,4.5,,,
Song_2,7,95:07:00,2,3,7,Y,Montuno,337.2225,0.895,67.03910615,337.208337,337.195955,337.226042,337.193153,,337.209849,1.5,2.5,4.5,3.5,,4
Song_2,7,95:08:00,2,4,8,N,Montuno,337.44625,0.895,67.03910615,,337.439261,337.463895,337.416698,,337.441781,,2.5,4.5,3.5,,4
Song_2,7,95:09:00,3,1,9,N,Montuno,337.67,0.895,67.03910615,,,337.672537,337.638056,,337.661813,,,5,3.5,,4
Song_2,7,95:10:00,3,2,10,N,Montuno,337.89375,0.895,67.03910615,,,337.867897,,,,,,5,,,
Song_2,7,95:11:00,3,3,11,Y,Montuno,338.1175,0.895,67.03910615,338.116447,338.084064,338.103683,,,338.104209,1.5,2.5,5,,,3.5
Song_2,7,95:12:00,3,4,12,N,Montuno,338.34125,0.895,67.03910615,,338.306936,338.35295,338.30794,,,,3,5,3,,
Song_2,7,95:13:00,4,1,13,Y,Montuno,338.565,0.895,67.03910615,338.559974,,338.562406,338.547332,,338.563064,1.5,,5,3,,3
Song_2,7,95:14:00,4,2,14,N,Montuno,338.78875,0.8945,67.07657909,,,338.7822,,,,,,5,,,
Song_2,7,95:15:00,4,3,15,N,Montuno,339.0125,0.894,67.11409396,,338.988951,338.998492,338.997273,,338.993737,,2.5,5,3,,3
Song_2,7,95:16:00,4,4,16,N,Montuno,339.23625,0.8935,67.15165081,,339.229144,339.235608,339.221299,,339.220757,,2.5,4.5,3,,3
Song_2,7,96:01:00,1,1,1,Y,Montuno,339.46,0.893,67.18924972,339.460505,,339.468963,339.431864,,339.447824,1.5,,4.5,3,,3
Song_2,7,96:02:00,1,2,2,N,Montuno,339.68325,0.893,67.18924972,,,339.664548,,,339.677941,,,5,,,3
Song_2,7,96:03:00,1,3,3,N,Montuno,339.9065,0.893,67.18924972,,339.909953,339.922882,339.873764,,,,2.5,4.5,3,,
Song_2,7,96:04:00,1,4,4,Y,Montuno,340.12975,0.893,67.18924972,340.117879,340.125227,340.155265,340.089959,,340.10947,1.5,2.5,4.5,3.5,,3
Song_2,7,96:05:00,2,1,5,N,Montuno,340.353,0.893,67.18924972,,,340.359896,340.324251,,340.336677,,,4.5,3.5,,3.5
Song_2,7,96:06:00,2,2,6,N,Montuno,340.57625,0.893,67.18924972,,,340.568167,,,,,,4.5,,,
Song_2,7,96:07:00,2,3,7,Y,Montuno,340.7995,0.893,67.18924972,340.818845,340.775562,340.804407,340.74951,,340.775285,1.5,2.5,4.5,3.5,,3.5
Song_2,7,96:08:00,2,4,8,N,Montuno,341.02275,0.893,67.18924972,,,341.03201,,,341.007998,,,4.5,,,3.5
Song_2,7,96:09:00,3,1,9,N,Montuno,341.246,0.893,67.18924972,,,341.243581,341.210347,,341.231609,,,4.5,3,,3.5
Song_2,7,96:10:00,3,2,10,N,Montuno,341.46925,0.893,67.18924972,,,341.467371,,,,,,5,,,
Song_2,7,96:11:00,3,3,11,Y,Montuno,341.6925,0.893,67.18924972,341.694598,341.676713,341.673879,,,341.654015,1.5,2,4.5,,,3.5
Song_2,7,96:12:00,3,4,12,N,Montuno,341.91575,0.893,67.18924972,,341.897436,341.902494,341.887053,,,,2.5,5,2.5,,
Song_2,7,96:13:00,4,1,13,Y,Montuno,342.139,0.893,67.18924972,342.127424,,342.132892,342.13208,,342.131821,1.5,,5,2.5,,3
Song_2,7,96:14:00,4,2,14,N,Montuno,342.36225,0.891,67.34006734,,,342.366639,,,,,,4.5,,,
Song_2,7,96:15:00,4,3,15,N,Montuno,342.5855,0.889,67.49156355,,342.555447,342.569361,342.562221,,342.546259,,2,4.5,2.5,,3
Song_2,7,96:16:00,4,4,16,N,Montuno,342.80875,0.887,67.64374295,,342.783552,342.793137,342.801168,,342.779456,,2,5,2.5,,3
Song_2,7,97:01:00,1,1,1,Y,Montuno,343.032,0.885,67.79661017,343.030519,,343.026535,342.993307,,343.005048,1.5,,5,3,,3
Song_2,7,97:02:00,1,2,2,N,Montuno,343.25325,0.885,67.79661017,,,343.24666,,,343.228383,,,4.5,,,3
Song_2,7,97:03:00,1,3,3,N,Montuno,343.4745,0.885,67.79661017,,343.454463,343.485289,343.465075,,343.450094,,2.5,4.5,3,,3.5
Song_2,7,97:04:00,1,4,4,Y,Montuno,343.69575,0.885,67.79661017,343.677866,343.687356,343.691642,343.677048,,343.66541,2,2.5,4.5,3.5,,3.5
Song_2,7,97:05:00,2,1,5,N,Montuno,343.917,0.885,67.79661017,,,343.905255,343.904012,,343.887619,,,4.5,3.5,,4
Song_2,7,97:06:00,2,2,6,N,Montuno,344.13825,0.885,67.79661017,,,344.154118,,,,,,4.5,,,
Song_2,7,97:07:00,2,3,7,Y,Montuno,344.3595,0.885,67.79661017,344.357152,344.330848,344.339199,344.325857,,344.351048,1.5,2.5,5,3.5,,4
Song_2,7,97:08:00,2,4,8,N,Montuno,344.58075,0.885,67.79661017,,344.5739,344.538428,344.556545,,344.583443,,2.5,5,4,,4.5
Song_2,7,97:09:00,3,1,9,N,Montuno,344.802,0.885,67.79661017,,,344.790246,344.77714,,344.803812,,,5,4,,4
Song_2,7,97:10:00,3,2,10,N,Montuno,345.02325,0.885,67.79661017,,,344.997418,,,,,,5,,,
Song_2,7,97:11:00,3,3,11,Y,Montuno,345.2445,0.885,67.79661017,345.252278,345.23344,345.236659,,,345.236439,1.5,2.5,5,,,3.5
Song_2,7,97:12:00,3,4,12,N,Montuno,345.46575,0.885,67.79661017,,345.435149,345.46,345.454775,,,,3,5,3.5,,
Song_2,7,97:13:00,4,1,13,Y,Montuno,345.687,0.885,67.79661017,345.691366,,345.691287,345.694948,,345.688597,1.5,,5,3,,3
Song_2,7,97:14:00,4,2,14,N,Montuno,345.90825,0.886,67.72009029,,,345.894398,,,,,,5,,,
Song_2,7,97:15:00,4,3,15,N,Montuno,346.1295,0.887,67.64374295,,346.090856,346.133196,346.103134,,346.11275,,2.5,5,3,,3
Song_2,7,97:16:00,4,4,16,N,Montuno,346.35075,0.888,67.56756757,,346.316341,346.352632,346.329372,,346.344602,,3,4.5,3,,3
Song_2,7,98:01:00,1,1,1,Y,Montuno,346.572,0.889,67.49156355,346.601589,,346.589845,346.55515,,346.559288,1.5,,4.5,3,,3
Song_2,7,98:02:00,1,2,2,N,Montuno,346.79425,0.889,67.49156355,,,346.818286,,,346.777283,,,4.5,,,3
Song_2,7,98:03:00,1,3,3,N,Montuno,347.0165,0.889,67.49156355,,346.974644,347.049899,346.9937,,347.007155,,2.5,4.5,3,,3.5
Song_2,7,98:04:00,1,4,4,Y,Montuno,347.23875,0.889,67.49156355,347.256111,347.192497,347.287599,347.218373,,347.232728,1.5,3,4.5,3.5,,3.5
Song_2,7,98:05:00,2,1,5,N,Montuno,347.461,0.889,67.49156355,,,347.475762,347.446872,,347.45812,,,4.5,3.5,,4
Song_2,7,98:06:00,2,2,6,N,Montuno,347.68325,0.889,67.49156355,,,347.718529,,,,,,4.5,,,
Song_2,7,98:07:00,2,3,7,Y,Montuno,347.9055,0.889,67.49156355,347.894539,347.870937,347.900927,347.884991,,347.896174,1.5,2.5,4.5,3.5,,4
Song_2,7,98:08:00,2,4,8,N,Montuno,348.12775,0.889,67.49156355,,,348.115381,348.100964,,348.126226,,,5,3.5,,4
Song_2,7,98:09:00,3,1,9,N,Montuno,348.35,0.889,67.49156355,,,348.350642,348.323219,,,,,5,3.5,,
Song_2,7,98:10:00,3,2,10,N,Montuno,348.57225,0.889,67.49156355,,,348.582126,,,348.557311,,,5,,,3.5
Song_2,7,98:11:00,3,3,11,Y,Montuno,348.7945,0.889,67.49156355,348.772512,,348.78643,348.786533,,348.781519,1.5,,5,3.5,,3.5
Song_2,7,98:12:00,3,4,12,N,Montuno,349.01675,0.889,67.49156355,,349.008535,349.01697,349.011934,,348.998511,,2,5,3.5,,3.5
Song_2,7,98:13:00,4,1,13,Y,Montuno,349.239,0.889,67.49156355,349.229024,349.211939,349.237716,349.242284,,349.215122,2,2,5,3.5,,3.5
Song_2,7,98:14:00,4,2,14,N,Montuno,349.46125,0.8961875,66.95027547,,,349.416435,,,349.43347,,,5,,,4
Song_2,7,98:15:00,4,3,15,N,Montuno,349.6835,0.903375,66.41760066,,,349.686403,349.62284,,349.657391,,,5,3.5,,4
Song_2,7,98:16:00,4,4,16,N,Montuno,349.90575,0.9105625,65.89333516,,349.864801,349.90353,349.839425,,349.884354,,2.5,4.5,3.5,,4
Song_2,7,99:01:00,1,1,1,Y,Montuno,350.128,0.91775,65.37728139,350.128913,350.091697,350.114404,350.1112,,350.113524,1.5,2,5,3.5,,4.5
Song_2,7,99:02:00,1,2,2,N,Montuno,350.3574375,0.91775,65.37728139,,,350.301193,,,,,,5,,,
Song_2,7,99:03:00,1,3,3,N,Montuno,350.586875,0.91775,65.37728139,,,350.576685,350.563927,,,,,5,3.5,,
Song_2,7,99:04:00,1,4,4,Y,Montuno,350.8163125,0.91775,65.37728139,350.810312,,350.830617,350.819247,,350.830439,1.5,,4.5,3.5,,3.5
