Session,Inst,Tala,Label,Matra,Half cycle,Vibhag,Beat pos,Half beat,Cadence,Tabla solo,Virtual beat,Tactus,Tempo,Inst,Tabla,Inst Density,Tabla Density,Inst Peak,Tabla Peak,Inst Player,Tabla Player 
DebBh,Guitar,Drut teental,01:01,1,1,1,1,,,,1438.553333,0.573333333,104.6511628,,1438.535351,,2,,0.369797,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,01:02,2,1,1,2,,,,1438.696667,0.573333333,104.6511628,,,,,,,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,01:03,3,1,1,3,,,,1438.84,0.573333333,104.6511628,,,,,,,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,01:04,4,1,1,4,,,,1438.983333,0.573333333,104.6511628,1439.01094,,5,,0.144985,,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,01:05,5,1,2,1,,,,1439.126667,0.573333333,104.6511628,1439.101037,,5.5,,0.244206,,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,01:06,6,1,2,2,,,,1439.27,0.573333333,104.6511628,,,,,,,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,01:07,7,1,2,3,,,,1439.413333,0.573333333,104.6511628,,,,,,,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,01:08,8,1,2,4,,,,1439.556667,0.573333333,104.6511628,1439.578287,1439.605162,5.5,3,0.148966,0.174219,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,01:09,9,2,3,1,,,,1439.7,0.573333333,104.6511628,1439.723842,1439.727284,6,3.5,0.148327,0.211515,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,01:10,10,2,3,2,,,,1439.843333,0.573333333,104.6511628,,1439.878015,,3.5,,0.198355,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,01:11,11,2,3,3,,,,1439.986667,0.573333333,104.6511628,,1440.00087,,4,,0.171682,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,01:12,12,2,3,4,,,,1440.13,0.573333333,104.6511628,1440.16209,1440.137116,5.5,4,0.10251,0.187782,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,01:13,13,2,4,1,,,,1440.273333,0.573333333,104.6511628,,,,,,,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,01:14,14,2,4,2,,,,1440.416667,0.57125,105.0328228,1440.42615,1440.433355,4.5,4,0.168875,0.220014,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,01:15,15,2,4,3,,,,1440.56,0.569166667,105.4172767,1440.586031,,4,,0.125957,,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,01:16,16,2,4,4,,,,1440.703333,0.567083333,105.8045555,,,,,,,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,02:01,1,1,1,1,,,,1440.846667,0.565,106.1946903,1440.851648,1440.840667,4.5,4.5,0.332927,0.319591,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,02:02,2,1,1,2,,,,1440.987917,0.565,106.1946903,,1441.018943,,5,,0.173445,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,02:03,3,1,1,3,,,,1441.129167,0.565,106.1946903,,,,,,,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,02:04,4,1,1,4,,,,1441.270417,0.565,106.1946903,,1441.303947,,5.5,,0.053454,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,02:05,5,1,2,1,,,,1441.411667,0.565,106.1946903,1441.42682,1441.440158,3.5,5.5,0.186483,0.052055,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,02:06,6,1,2,2,,,,1441.552917,0.565,106.1946903,,1441.586206,,6,,0.108716,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,02:07,7,1,2,3,,,,1441.694167,0.565,106.1946903,,,,,,,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,02:08,8,1,2,4,,,,1441.835417,0.565,106.1946903,1441.862157,1441.874589,3.5,6,0.136361,0.076693,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,02:09,9,2,3,1,,,,1441.976667,0.565,106.1946903,1442.011502,1442.002378,4,5.5,0.137382,0.151573,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,02:10,10,2,3,2,,,,1442.117917,0.565,106.1946903,,1442.160241,,5.5,,0.072172,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,02:11,11,2,3,3,,,,1442.259167,0.565,106.1946903,,1442.291355,,6,,0.139567,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,02:12,12,2,3,4,,,,1442.400417,0.565,106.1946903,1442.419423,1442.421578,4,6.5,0.460914,0.217055,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,02:13,13,2,4,1,,,,1442.541667,0.565,106.1946903,1442.559654,1442.588744,4,6.5,0.139418,0.076876,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,02:14,14,2,4,2,,,,1442.682917,0.564166667,106.351551,1442.690058,1442.715854,4,6.5,0.257105,0.21553,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,02:15,15,2,4,3,,,,1442.824167,0.563333333,106.5088757,1442.889629,1442.869784,4,6.5,0.093043,0.128412,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,02:16,16,2,4,4,,,,1442.965417,0.5625,106.6666667,,1442.992407,,7,,0.092526,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,03:01,1,1,1,1,,,,1443.106667,0.561666667,106.8249258,1443.118809,1443.115282,4.5,7,0.335808,0.206035,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,03:02,2,1,1,2,,,,1443.247083,0.561666667,106.8249258,,1443.274258,,7.5,,0.23574,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,03:03,3,1,1,3,,,,1443.3875,0.561666667,106.8249258,1443.4138,1443.403071,5,7.5,0.138325,0.103913,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,03:04,4,1,1,4,,,,1443.527917,0.561666667,106.8249258,,,,,,,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,03:05,5,1,2,1,,,,1443.668333,0.561666667,106.8249258,1443.67593,1443.689016,5,7,0.251328,0.14547,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,03:06,6,1,2,2,,,,1443.80875,0.561666667,106.8249258,,1443.826284,,7,,0.118071,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,03:07,7,1,2,3,,,,1443.949167,0.561666667,106.8249258,,1443.967208,,7,,0.070271,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,03:08,8,1,2,4,,,,1444.089583,0.561666667,106.8249258,,1444.110109,,7,,0.19377,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,03:09,9,2,3,1,,,,1444.23,0.561666667,106.8249258,,1444.251225,,7,,0.132061,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,03:10,10,2,3,2,,,,1444.370417,0.561666667,106.8249258,,1444.390531,,7,,0.206986,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,03:11,11,2,3,3,,,,1444.510833,0.561666667,106.8249258,,,,,,,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,03:12,12,2,3,4,,,,1444.65125,0.561666667,106.8249258,,1444.678369,,6.5,,0.288945,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,03:13,13,2,4,1,,,,1444.791667,0.561666667,106.8249258,,1444.814091,,6.5,,0.107883,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,03:14,14,2,4,2,,,,1444.932083,0.562916667,106.5877128,1444.949415,1444.947274,2.5,6.5,0.171007,0.233245,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,03:15,15,2,4,3,,,,1445.0725,0.564166667,106.3515509,,,,,,,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,03:16,16,2,4,4,,,,1445.212917,0.565416667,106.1164333,1445.244773,1445.241363,3.5,6,0.211696,0.230141,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,04:01,1,1,1,1,,,,1445.353333,0.566666667,105.8823529,,1445.357478,,6,,0.329506,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,04:02,2,1,1,2,,,,1445.495,0.566666667,105.8823529,,,,,,,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,04:03,3,1,1,3,,,,1445.636667,0.566666667,105.8823529,,1445.672716,,6,,0.081797,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,04:04,4,1,1,4,,,,1445.778333,0.566666667,105.8823529,,1445.821332,,6,,0.091661,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,04:05,5,1,2,1,,,,1445.92,0.566666667,105.8823529,,1445.949197,,6,,0.0605,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,04:06,6,1,2,2,,,,1446.061667,0.566666667,105.8823529,1446.092818,1446.098935,3.5,6,0.429541,0.127593,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,04:07,7,1,2,3,,,,1446.203333,0.566666667,105.8823529,1446.228662,,4,,0.120875,,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,04:08,8,1,2,4,,,,1446.345,0.566666667,105.8823529,1446.386914,1446.387409,4.5,6,0.12603,0.086426,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,04:09,9,2,3,1,,,,1446.486667,0.566666667,105.8823529,1446.50114,1446.508427,5,6,0.190443,0.151206,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,04:10,10,2,3,2,,,,1446.628333,0.566666667,105.8823529,,1446.661684,,6.5,,0.072141,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,04:11,11,2,3,3,,,,1446.77,0.566666667,105.8823529,,1446.790511,,6.5,,0.107669,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,04:12,12,2,3,4,,,,1446.911667,0.566666667,105.8823529,,1446.931571,,6.5,,0.126545,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,04:13,13,2,4,1,,,,1447.053333,0.566666667,105.8823529,,1447.061225,,6.5,,0.157977,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,04:14,14,2,4,2,,,,1447.195,0.565675781,106.0678254,1447.188459,1447.217054,4,7,0.370585,0.151591,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,04:15,15,2,4,3,,,,1447.336667,0.564684896,106.2539488,,1447.355014,,7,,0.109184,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,04:16,16,2,4,4,,,,1447.478333,0.56369401,106.4407265,,1447.509598,,7,,0.128222,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,05:01,1,1,1,1,,,,1447.62,0.562703125,106.6281621,1447.624611,1447.628679,5,7.5,0.308829,0.157326,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,05:02,2,1,1,2,,,,1447.760676,0.562703125,106.6281621,,1447.789627,,7.5,,0.108201,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,05:03,3,1,1,3,,,,1447.901352,0.562703125,106.6281621,1447.889453,1447.909423,5.5,7.5,0.125065,0.140655,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,05:04,4,1,1,4,,,,1448.042027,0.562703125,106.6281621,,1448.064903,,7.5,,0.090075,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,05:05,5,1,2,1,,,,1448.182703,0.562703125,106.6281621,,1448.183726,,7.5,,0.144047,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,05:06,6,1,2,2,,,,1448.323379,0.562703125,106.6281621,1448.315858,1448.340586,4.5,7.5,0.399843,0.0662,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,05:07,7,1,2,3,,,,1448.464055,0.562703125,106.6281621,,1448.466153,,7.5,,0.240579,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,05:08,8,1,2,4,,,,1448.60473,0.562703125,106.6281621,,1448.622924,,7.5,,0.116589,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,05:09,9,2,3,1,,,,1448.745406,0.562703125,106.6281621,1448.740144,1448.743042,4.5,7.5,0.250575,0.128891,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,05:10,10,2,3,2,,,,1448.886082,0.562703125,106.6281621,,,,,,,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,05:11,11,2,3,3,,,,1449.026758,0.562703125,106.6281621,,1449.021155,,7,,0.109897,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,05:12,12,2,3,4,,,,1449.167434,0.562703125,106.6281621,,1449.164348,,7,,0.158252,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,05:13,13,2,4,1,,,,1449.308109,0.562703125,106.6281621,1449.288666,1449.290597,5,7,0.095841,0.146091,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,05:14,14,2,4,2,,,,1449.448785,0.561768229,106.8056129,1449.435691,1449.439922,5,7,0.179976,0.175309,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,05:15,15,2,4,3,,,,1449.589461,0.560833333,106.9836553,1449.582526,1449.598494,5,7,0.128292,0.120032,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,05:16,16,2,4,4,,,,1449.730137,0.559898437,107.1622923,,1449.733121,,7,,0.124707,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,06:01,1,1,1,1,,,,1449.870813,0.558963541,107.3415269,1449.866947,1449.851383,5,7,0.225692,0.171217,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,06:02,2,1,1,2,,,,1450.010553,0.558963541,107.3415269,,1450.018349,,7,,0.091669,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,06:03,3,1,1,3,,,,1450.150294,0.558963541,107.3415269,,1450.140942,,7,,0.11371,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,06:04,4,1,1,4,,,,1450.290035,0.558963541,107.3415269,,1450.301074,,7,,0.086147,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,06:05,5,1,2,1,,,,1450.429776,0.558963542,107.3415269,1450.428923,1450.430346,4.5,7,0.244195,0.134105,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,06:06,6,1,2,2,,,,1450.569517,0.558963542,107.3415269,,1450.582557,,7,,0.095923,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,06:07,7,1,2,3,,,,1450.709258,0.558963542,107.3415269,,1450.710812,,7,,0.140443,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,06:08,8,1,2,4,,,,1450.848999,0.558963542,107.3415269,,1450.865495,,7,,0.086337,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,06:09,9,2,3,1,,,,1450.98874,0.558963541,107.3415269,1450.995907,1450.999329,3.5,7.5,0.187405,0.140024,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,06:10,10,2,3,2,,,,1451.12848,0.558963541,107.3415269,,1451.150905,,7.5,,0.058465,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,06:11,11,2,3,3,,,,1451.268221,0.558963541,107.3415269,1451.27456,1451.287604,3.5,7.5,0.095222,0.131987,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,06:12,12,2,3,4,,,,1451.407962,0.558963541,107.3415269,,1451.428618,,7.5,,0.187006,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,06:13,13,2,4,1,,,,1451.547703,0.558963541,107.3415269,,1451.558529,,7.5,,0.129371,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,06:14,14,2,4,2,,,,1451.687444,0.556722656,107.7735913,,1451.710418,,7.5,,0.20906,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,06:15,15,2,4,3,,,,1451.827185,0.554481771,108.209148,1451.857528,1451.862944,3.5,7,0.118122,0.118781,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,06:16,16,2,4,4,,,,1451.966926,0.552240885,108.6482395,1451.964401,1451.987545,3.5,7.5,0.157647,0.079498,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,07:01,1,1,1,1,,,,1452.106667,0.55,109.0909091,1452.091337,1452.105645,4,7.5,0.307655,0.178624,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,07:02,2,1,1,2,,,,1452.244167,0.55,109.0909091,,1452.268116,,7.5,,0.089285,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,07:03,3,1,1,3,,,,1452.381667,0.55,109.0909091,1452.392676,1452.391375,4.5,7.5,0.111124,0.123583,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,07:04,4,1,1,4,,,,1452.519167,0.55,109.0909091,1452.529671,1452.54646,4.5,7.5,0.128175,0.060236,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,07:05,5,1,2,1,,,,1452.656667,0.55,109.0909091,1452.651797,1452.664028,5,7.5,0.239019,0.133123,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,07:06,6,1,2,2,,,,1452.794167,0.55,109.0909091,,1452.820465,,7.5,,0.119097,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,07:07,7,1,2,3,,,,1452.931667,0.55,109.0909091,,1452.943895,,7.5,,0.10468,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,07:08,8,1,2,4,,,,1453.069167,0.55,109.0909091,,1453.099919,,7.5,,0.089232,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,07:09,9,2,3,1,,,,1453.206667,0.55,109.0909091,1453.211751,1453.218861,5,7.5,0.231672,0.151179,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,07:10,10,2,3,2,,,,1453.344167,0.55,109.0909091,,1453.363555,,7.5,,0.124684,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,07:11,11,2,3,3,,,,1453.481667,0.55,109.0909091,,,,,,,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,07:12,12,2,3,4,,,,1453.619167,0.55,109.0909091,1453.621854,1453.64444,4.5,7,0.516718,0.459244,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,07:13,13,2,4,1,,,,1453.756667,0.55,109.0909091,,1453.795331,,7,,0.192455,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,07:14,14,2,4,2,,,,1453.894167,0.556921875,107.7350391,1453.896068,1453.910946,4.5,7,0.245243,0.42123,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,07:15,15,2,4,3,,,,1454.031667,0.56384375,106.4124591,,,,,,,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,07:16,16,2,4,4,,,,1454.169167,0.570765625,105.1219579,,1454.198295,,6.5,,0.330356,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,08:01,1,1,1,1,,,,1454.306667,0.5776875,103.8623823,,1454.313763,,6.5,,0.49436,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,08:02,2,1,1,2,,,,1454.451089,0.5776875,103.8623823,,,,,,,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,08:03,3,1,1,3,,,,1454.59551,0.5776875,103.8623823,,,,,,,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,08:04,4,1,1,4,,,,1454.739932,0.5776875,103.8623823,,,,,,,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,08:05,5,1,2,1,,,,1454.884354,0.5776875,103.8623823,1454.897482,1454.891277,4,5.5,0.155461,0.051403,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,08:06,6,1,2,2,,,,1455.028776,0.5776875,103.8623823,,1455.019734,,5.5,,0.10262,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,08:07,7,1,2,3,,,,1455.173198,0.5776875,103.8623823,,1455.188157,,5.5,,0.095933,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,08:08,8,1,2,4,,,,1455.31762,0.5776875,103.8623823,,1455.33457,,5.5,,0.109254,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,08:09,9,2,3,1,,,,1455.462042,0.5776875,103.8623823,1455.448245,1455.462696,4,5.5,0.217959,0.154206,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,08:10,10,2,3,2,,,,1455.606464,0.5776875,103.8623823,,,,,,,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,08:11,11,2,3,3,,,,1455.750885,0.5776875,103.8623823,,,,,,,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,08:12,12,2,3,4,,,,1455.895307,0.5776875,103.8623823,,1455.866668,,5,,0.429907,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,08:13,13,2,4,1,,,,1456.039729,0.5776875,103.8623823,1456.046049,,3,,0.112768,,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,08:14,14,2,4,2,,,,1456.184151,0.573244792,104.6673269,1456.202356,1456.176007,3,5,0.10779,0.302147,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,08:15,15,2,4,3,,,,1456.328573,0.568802083,105.4848457,,,,,,,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,08:16,16,2,4,4,,,,1456.472995,0.564359375,106.3152357,,1456.477655,,4.5,,0.348136,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,09:01,1,1,1,1,,,,1456.617417,0.559916667,107.1588034,1456.589285,1456.603827,2.5,5,0.136659,0.251724,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,09:02,2,1,1,2,,,,1456.757396,0.559916667,107.1588034,,,,,,,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,09:03,3,1,1,3,,,,1456.897375,0.559916667,107.1588034,,,,,,,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,09:04,4,1,1,4,,,,1457.037354,0.559916667,107.1588034,,1457.056344,,4,,0.076439,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,09:05,5,1,2,1,,,,1457.177333,0.559916667,107.1588034,,1457.187805,,4.5,,0.075645,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,09:06,6,1,2,2,,,,1457.317312,0.559916667,107.1588034,,1457.320945,,4.5,,0.229241,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,09:07,7,1,2,3,,,,1457.457292,0.559916667,107.1588034,,1457.455477,,4.5,,0.082567,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,09:08,8,1,2,4,,,,1457.597271,0.559916667,107.1588034,,1457.596386,,4.5,,0.12961,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,09:09,9,2,3,1,,,,1457.73725,0.559916667,107.1588034,1457.749413,1457.723057,2,5,0.134844,0.135172,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,09:10,10,2,3,2,,,,1457.877229,0.559916667,107.1588034,,1457.873347,,5,,0.315605,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,09:11,11,2,3,3,,,,1458.017208,0.559916667,107.1588034,1457.994026,1458.004775,2.5,5.5,0.092746,0.084173,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,09:12,12,2,3,4,,,,1458.157187,0.559916667,107.1588034,,1458.142042,,6,,0.210135,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,09:13,13,2,4,1,,,,1458.297167,0.559916667,107.1588034,1458.316151,1458.292262,2,6,0.160427,0.083917,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,09:14,14,2,4,2,,,,1458.437146,0.555928386,107.9275705,,1458.430359,,6.5,,0.162783,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,09:15,15,2,4,3,,,,1458.577125,0.551940104,108.7074477,,1458.566555,,6.5,,0.25841,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,09:16,16,2,4,4,,,,1458.717104,0.547951823,109.4986776,1458.783769,1458.75507,2,6.5,0.653728,0.246481,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,10:01,1,1,1,1,,,,1458.857083,0.543963542,110.3015099,,,,,,,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,10:02,2,1,1,2,,,,1458.993074,0.543963542,110.3015099,,1458.985965,,7,,0.095777,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,10:03,3,1,1,3,,,,1459.129065,0.543963542,110.3015099,,1459.107741,,7,,0.161157,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,10:04,4,1,1,4,,,,1459.265056,0.543963542,110.3015099,,1459.234437,,7,,0.288158,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,10:05,5,1,2,1,,,,1459.401047,0.543963542,110.3015099,,1459.35946,,7,,0.089116,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,10:06,6,1,2,2,,,,1459.537038,0.543963542,110.3015099,1459.510364,1459.487126,3.5,7,0.198112,0.133667,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,10:07,7,1,2,3,,,,1459.673029,0.543963542,110.3015099,1459.686961,,4,,0.138577,,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,10:08,8,1,2,4,,,,1459.80902,0.543963542,110.3015099,1459.800619,1459.771528,4,7,0.165222,0.224266,Debashish Bhattacharya,Gurdain Rayatt
DebBh,Guitar,Drut teental,10:09,9,2,3,1,,,,1459.94501,0.543963542,110.3015099,1459.91569,1459.901629,4.5,7,0.33261,0.098748,Debashish Bhattacharya,Gurdain Rayatt
